1.		aist_2012_c6bc0383ea448fcb7e5f45ac85a1afb2d12505ef	ru	Применение Онтологии при Синтезе Изображения по Тексту	http://legacy.aistconf.org/stuff/aist2012.pdf	TASK::Дистрибутивная_семантика(0.755886971950531)|TASK::Конечные_преобразователи(0.7476552724838257)|TASK::Языковые_модели(0.7371660470962524)|TASK::Тематическое_моделирование(0.7356764674186707)|TASK::Извлечение_именованных_сущностей(0.733953595161438)|TASK::Извлечение_ключевых_слов(0.7184091806411743)|TASK::Обработка_речи(0.7108583450317383)|TASK::Обнаружение_дубликатов(0.7020483016967773)
38.		dialogue_2019_74610d867309cc74c401a526aecc13100e3cf53c	en	Measure Clustering Approach To Mwe Extraction	http://www.dialog-21.ru/media/4622/rossyaykinpoplusloukachevitchnv-127.pdf	TASK::Конечные_преобразователи(0.7482240200042725)|TASK::Дистрибутивная_семантика(0.7354217767715454)|TASK::Тематическое_моделирование(0.720393717288971)|TASK::Языковые_модели(0.7106434106826782)|TASK::Извлечение_именованных_сущностей(0.7085325717926025)|TASK::Извлечение_ключевых_слов(0.7025875449180603)
1	aist_2019_02b2c8d44ffdd2f7a4145621ee67f48fe46f0b9c	en	0.9893665313720703	Noun Compositionality Detection Using Distributional Semantics For The Russian Language	https://link.springer.com/chapter/10.1007/978-3-030-37334-4_20	TASK::Конечные_преобразователи(0.7459694147109985)|TASK::Дистрибутивная_семантика(0.7399965524673462)|TASK::Тематическое_моделирование(0.7245925664901733)|TASK::Языковые_модели(0.7211582660675049)|TASK::Извлечение_ключевых_слов(0.7107480764389038)|TASK::Обработка_речи(0.7070872187614441)|TASK::Извлечение_именованных_сущностей(0.7053638696670532)
2	dialogue_2018_f51648c56d3d1a493e77a966297a1e85c39fe94e	en	0.9892841577529907	Learning Word Embeddings for Low Resource Languages: the Case of Buryat	http://www.dialog-21.ru/media/4528/konovalovvp_tumunbayarovazb.pdf	TASK::Дистрибутивная_семантика(0.7590815424919128)|TASK::Конечные_преобразователи(0.743663489818573)|TASK::Языковые_модели(0.7292609214782715)|TASK::Тематическое_моделирование(0.7197591066360474)|TASK::Обработка_речи(0.7096396088600159)|TASK::Извлечение_ключевых_слов(0.7063226103782654)
3	aist_2018_a7463e753998d30f16ce7f303aaabd2ec8b5f199	en	0.9887148141860962	Vector Space Models in Detection of Semantically Non-compositional Word Combinations in Turkish	https://link.springer.com/chapter/10.1007/978-3-030-11027-7_6	TASK::Дистрибутивная_семантика(0.7370145320892334)|TASK::Конечные_преобразователи(0.7367652058601379)|TASK::Тематическое_моделирование(0.7148450613021851)|TASK::Языковые_модели(0.7142776250839233)|TASK::Извлечение_именованных_сущностей(0.7076393961906433)|TASK::Обработка_речи(0.7026195526123047)
4	dialogue_2016_47916c39d8fcdf58f96f3567f729ba36a4cbe76e	en	0.9886989593505859	Multiple Features for Multiword Extraction: a Learning-to-Rank Approach	http://www.dialog-21.ru/media/3436/tutubalinaevbraslavskipi.pdf	TASK::Тематическое_моделирование(0.7254383563995361)|TASK::Конечные_преобразователи(0.7235090732574463)|TASK::Извлечение_ключевых_слов(0.702416181564331)|TASK::Извлечение_именованных_сущностей(0.7012039422988892)
5	dialogue_2017_3dddc6eaf72eaf46f6ee5433a45d114296a70852	en	0.9884912967681885	Expanding Hierarchical Contexts for Constructing a Semantic Word Network	http://www.dialog-21.ru/media/3959/ustalovda.pdf	TASK::Дистрибутивная_семантика(0.7490793466567993)|TASK::Конечные_преобразователи(0.7475610375404358)|TASK::Тематическое_моделирование(0.7343412637710571)|TASK::Языковые_модели(0.721023440361023)|TASK::Извлечение_именованных_сущностей(0.7156082391738892)|TASK::Извлечение_ключевых_слов(0.7137847542762756)|TASK::Информационный_поиск(0.7077073454856873)|TASK::Обработка_речи(0.7039229273796082)
6	dialogue_2015_1f213aab9c62140b24e19188e093ea43db88ec1a	en	0.9882137775421143	RUSSE: the first workshop on Russian semantic similarity	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/PanchenkoAetal.pdf	TASK::Дистрибутивная_семантика(0.7418684959411621)|TASK::Языковые_модели(0.7290783524513245)|TASK::Тематическое_моделирование(0.7259253263473511)|TASK::Конечные_преобразователи(0.7253050804138184)|TASK::Извлечение_именованных_сущностей(0.7086634039878845)|TASK::Извлечение_ключевых_слов(0.7029666900634766)
7	ainl_2017_a34d1189a352a69b558616414eb917ca2c4ece7a	en	0.987851083278656	Ruthes Thesaurus in Detecting Russian Paraphrases	https://link.springer.com/chapter/10.1007%2F978-3-319-71746-3_20	TASK::Дистрибутивная_семантика(0.7402402758598328)|TASK::Тематическое_моделирование(0.7294030785560608)|TASK::Конечные_преобразователи(0.7237873673439026)|TASK::Извлечение_именованных_сущностей(0.7165592908859253)|TASK::Извлечение_ключевых_слов(0.7126317024230957)|TASK::Языковые_модели(0.7110756635665894)|TASK::Информационный_поиск(0.7060033082962036)|TASK::Обработка_речи(0.7046431303024292)
8	dialogue_2017_64842a287bba3d0b4829b0b0d5f53086a6514de0	en	0.9873713254928589	Testing Features and Methods in Russian Paraphrasing Task	http://www.dialog-21.ru/media/3928/loukachevitchnvetal.pdf	TASK::Дистрибутивная_семантика(0.7390140891075134)|TASK::Конечные_преобразователи(0.7324188947677612)|TASK::Извлечение_ключевых_слов(0.7140617370605469)|TASK::Тематическое_моделирование(0.7133429050445557)|TASK::Обработка_речи(0.7115562558174133)|TASK::Языковые_модели(0.7106084823608398)
9	aist_2016_cd8b35945c12de03f615735b4829c8aaf1560b5b	en	0.9872021675109863	Evaluating Distributional Semantic Models with Russian Noun-adjective Compositions	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_22	TASK::Дистрибутивная_семантика(0.7441068887710571)|TASK::Конечные_преобразователи(0.7287826538085938)|TASK::Языковые_модели(0.7130093574523926)|TASK::Тематическое_моделирование(0.7121549844741821)|TASK::Извлечение_именованных_сущностей(0.7099437117576599)|TASK::Обработка_речи(0.7068674564361572)
10	dialogue_2016_0d16ab0f2f3491f42cb6434cd830cf3a8a69a1bd	en	0.9871491193771362	Estimating Syntagmatic Association Strength Using Distributional Word Representations	http://www.dialog-21.ru/media/3385/bukiagtetal.pdf	TASK::Дистрибутивная_семантика(0.7482282519340515)|TASK::Конечные_преобразователи(0.7306210398674011)|TASK::Обработка_речи(0.7150932550430298)|TASK::Тематическое_моделирование(0.7125300168991089)|TASK::Языковые_модели(0.7106998562812805)|TASK::Извлечение_именованных_сущностей(0.7095122337341309)

39.		ainl_2016_0790fcd7a4965a62eb8127d48d03e51a5467f34d	en	Relational Machine Learning Author Disambiguation	https://fruct.org/publications/AINL-FRUCT-2016/files/Bas.pdf	TASK::Тематическое_моделирование(0.7250751256942749)|TASK::Извлечение_именованных_сущностей(0.7168277502059937)|TASK::Обнаружение_дубликатов(0.7005581855773926)
1	dialogue_2013_0e61db3362725c6b58c4c9b20f79874af70182b3	en	0.9831154346466064	Extracting product features from reviews with the use of Internet statistics	http://www.dialog-21.ru/media/1267/marchuckaa.pdf	TASK::Тематическое_моделирование(0.7262943983078003)|TASK::Конечные_преобразователи(0.7216976284980774)|TASK::Извлечение_ключевых_слов(0.7196634411811829)|TASK::Извлечение_именованных_сущностей(0.712765097618103)|TASK::Дистрибутивная_семантика(0.7048577666282654)
2	ainl_2018_0dc0b8f51dfc6921e7babb9eeadb5e38858c8145	en	0.9808571338653564	Smart Context Generation for Disambiguation to Wikipedia	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_2	TASK::Конечные_преобразователи(0.7384328842163086)|TASK::Тематическое_моделирование(0.7359086275100708)|TASK::Дистрибутивная_семантика(0.727344274520874)|TASK::Извлечение_именованных_сущностей(0.7254108190536499)|TASK::Языковые_модели(0.7067878246307373)|TASK::Извлечение_ключевых_слов(0.7001488208770752)
3	aist_2018_825c3a4586be7f4448d2ab54c0405ee028edfc6b	en	0.9805662631988525	Authorship Verification on Short Text Samples Using Stylometric Embeddings	https://link.springer.com/chapter/10.1007/978-3-030-11027-7_7	TASK::Конечные_преобразователи(0.7218960523605347)|TASK::Тематическое_моделирование(0.7141842842102051)|TASK::Обнаружение_дубликатов(0.7048336267471313)|TASK::Дистрибутивная_семантика(0.7015701532363892)
4	dialogue_2015_6e1f13dd827d92f1a0900435f28e1829c76fcd01	en	0.9796145558357239	A high precision method for aspect extraction in Russian	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/MayorovVDetal.pdf	TASK::Тематическое_моделирование(0.7358857989311218)|TASK::Конечные_преобразователи(0.7283955812454224)|TASK::Извлечение_ключевых_слов(0.7161716222763062)|TASK::Извлечение_именованных_сущностей(0.7153117060661316)|TASK::Дистрибутивная_семантика(0.7149485349655151)|TASK::Языковые_модели(0.7005330324172974)
5	aist_2014_806af3ca0302c6b92f616a1fcef4ed33eb376090	en	0.9790072441101074	Detection of Domain-speciﬁc Trends in Text Collections	https://link.springer.com/chapter/10.1007/978-3-319-12580-0_7	TASK::Тематическое_моделирование(0.7454670667648315)|TASK::Конечные_преобразователи(0.7255616784095764)|TASK::Извлечение_ключевых_слов(0.7177703380584717)|TASK::Дистрибутивная_семантика(0.7086752653121948)
6	ainl_2019_c1083550f1b05b8be05c36d62d6cf60c60007ffb	en	0.9787584543228149	Comparative Analysis Of Scientific Papers Collections Via Topic Modeling And Co-Authorship Networks	https://link.springer.com/chapter/10.1007/978-3-030-34518-1_6	TASK::Тематическое_моделирование(0.7681424021720886)|TASK::Конечные_преобразователи(0.7139337062835693)|TASK::Дистрибутивная_семантика(0.7110589742660522)|TASK::Языковые_модели(0.7019145488739014)|TASK::Извлечение_именованных_сущностей(0.7011639475822449)
7	dialogue_2017_c3891ca5834982ee8e7fc5585002508bf40f0f52	en	0.9784939289093018	Coreference Resolution in Russian: State-of-the-art Approaches Application and Evolvement	http://www.dialog-21.ru/media/3954/sysoevaaetal.pdf	TASK::Извлечение_именованных_сущностей(0.7314227819442749)|TASK::Конечные_преобразователи(0.7273235321044922)|TASK::Тематическое_моделирование(0.7261198163032532)|TASK::Дистрибутивная_семантика(0.712776780128479)|TASK::Языковые_модели(0.7032178640365601)|TASK::Извлечение_ключевых_слов(0.7013672590255737)
8	aist_2016_d78bb8b854e550cc3a00a4bff877bb411de76573	en	0.978196382522583	User Proﬁling in Text-based Recommender Systems Based on Distributed Word Representations	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_19	TASK::Тематическое_моделирование(0.7368338108062744)|TASK::Конечные_преобразователи(0.7171384692192078)|TASK::Дистрибутивная_семантика(0.7043287754058838)
9	dialogue_2015_112a8b3e9753b3c36f6cadfba49d55a87a6e73aa	en	0.9780088067054749	Evaluating three corpus-based semantic similarity systems for Russian	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/ArefyevNVetal.pdf	TASK::Дистрибутивная_семантика(0.7281392812728882)|TASK::Конечные_преобразователи(0.7194684743881226)|TASK::Тематическое_моделирование(0.7164167165756226)|TASK::Языковые_модели(0.7053490877151489)|TASK::Извлечение_ключевых_слов(0.7012926340103149)
10	dialogue_2016_9385c1fb0119d54169158dff324dd43fb25e0e37	en	0.9777826070785522	Распознавание Именованных Сущностей: Подход На Основе Вики-ресурсов	http://www.dialog-21.ru/media/3433/sysoevaaandrianovia.pdf	TASK::Извлечение_именованных_сущностей(0.7669987678527832)|TASK::Тематическое_моделирование(0.709682285785675)|TASK::Конечные_преобразователи(0.7078624963760376)
